pageid	stratum	title	source_page	original_sha1	original_version_timestamp	artist_text	license	license_url	attribution_required	metadata_response	metadata_response_sha256
55131690	banana	File:Cacho de bananas.jpg	https://commons.wikimedia.org/wiki/File:Cacho_de_bananas.jpg	42e1c83e5332aec092f0685c292fb7f827a76bd9	2017-01-19T01:41:13Z	Ernani Zimmermann	CC BY 3.0	https://creativecommons.org/licenses/by/3.0	true	raw/0026_metadata_0160_a1.response	6f22cb301e33ea93e05696b8040d47417862b8400b43e79011d77955297a55be
101309980	banana	File:Rude Fruit (3878375305).jpg	https://commons.wikimedia.org/wiki/File:Rude_Fruit_(3878375305).jpg	bfabc003b91e73e52f3fefaac2883b12c9bd6184	2021-03-11T13:42:46Z	Peter O'Connor aka anemoneprojectors	CC BY-SA 2.0	https://creativecommons.org/licenses/by-sa/2.0	true	raw/0026_metadata_0160_a1.response	6f22cb301e33ea93e05696b8040d47417862b8400b43e79011d77955297a55be
93250111	banana	File:PlatanoKinto.jpg	https://commons.wikimedia.org/wiki/File:PlatanoKinto.jpg	5cc12b14f4eb2600baf5c1af685e9ac090a57883	2020-08-18T04:21:06Z	Oriente52	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	true	raw/0026_metadata_0160_a1.response	6f22cb301e33ea93e05696b8040d47417862b8400b43e79011d77955297a55be
147340797	banana	File:Cotriguaçú-MT - 14657312864.jpg	https://commons.wikimedia.org/wiki/File:Cotrigua%C3%A7%C3%BA-MT_-_14657312864.jpg	21c3509cae34777690395b4729bbe47a179b4775	2024-04-13T14:36:05Z	icooke	CC BY-SA 2.0	https://creativecommons.org/licenses/by-sa/2.0	true	raw/0026_metadata_0160_a1.response	6f22cb301e33ea93e05696b8040d47417862b8400b43e79011d77955297a55be
63409904	banana	File:Transporting matooke(banana).jpg	https://commons.wikimedia.org/wiki/File:Transporting_matooke(banana).jpg	000fcb9b2f2f25703775188eb767987a21dfa246	2017-10-16T15:55:56Z	Mstephen247	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	true	raw/0027_metadata_0170_a1.response	02d7112161ed65c4058836c6158c3fb601d81be88437fe838764c0032fbc0595
53269445	banana	File:Unloading Bananas, Galveston, Texas. (6690040469).jpg	https://commons.wikimedia.org/wiki/File:Unloading_Bananas,_Galveston,_Texas._(6690040469).jpg	5cbb029aa6b7a3120d37bd3292d4284ae47c5ce6	2016-11-18T05:22:39Z	SMU Central University Libraries	No restrictions	https://www.flickr.com/commons/usage/	false	raw/0027_metadata_0170_a1.response	02d7112161ed65c4058836c6158c3fb601d81be88437fe838764c0032fbc0595
99436847	banana	File:Kleuser as a child.jpg	https://commons.wikimedia.org/wiki/File:Kleuser_as_a_child.jpg	683e1413e9eb09404b8514362c6df33e39bef12a	2021-01-31T07:08:39Z	Artemia1423	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	true	raw/0027_metadata_0170_a1.response	02d7112161ed65c4058836c6158c3fb601d81be88437fe838764c0032fbc0595
49635277	banana	File:Bananas Bananen Protein.jpg	https://commons.wikimedia.org/wiki/File:Bananas_Bananen_Protein.jpg	67af01578eaded95381877d92ba05f99b439a290	2016-06-22T02:05:32Z	Serife Gerenschier	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	true	raw/0027_metadata_0170_a1.response	02d7112161ed65c4058836c6158c3fb601d81be88437fe838764c0032fbc0595
3683438	banana	File:Pisang.jpg	https://commons.wikimedia.org/wiki/File:Pisang.jpg	6346665bf7b84e6bfc2754246b7365a7c661c45b	2008-03-09T14:24:39Z	Hariadhi	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	true	raw/0027_metadata_0170_a1.response	02d7112161ed65c4058836c6158c3fb601d81be88437fe838764c0032fbc0595
27647522	banana	File:വാഴക്കുല 01.JPG	https://commons.wikimedia.org/wiki/File:%E0%B4%B5%E0%B4%BE%E0%B4%B4%E0%B4%95%E0%B5%8D%E0%B4%95%E0%B5%81%E0%B4%B2_01.JPG	9ee87d8a823dc180efdcea932ceac1e133ed0264	2013-08-10T10:48:33Z	Ks.mini	CC BY-SA 3.0	https://creativecommons.org/licenses/by-sa/3.0	true	raw/0027_metadata_0170_a1.response	02d7112161ed65c4058836c6158c3fb601d81be88437fe838764c0032fbc0595
197341884	banana	File:Yelakki banana peel, bangalore, karnataka peel.jpg	https://commons.wikimedia.org/wiki/File:Yelakki_banana_peel,_bangalore,_karnataka_peel.jpg	719f6b3382cddf8554efe274e04a2b2a8c0a79b5	2026-08-13T05:01:13Z	Mohanramus	CC BY 4.0	https://creativecommons.org/licenses/by/4.0	true	raw/0027_metadata_0170_a1.response	02d7112161ed65c4058836c6158c3fb601d81be88437fe838764c0032fbc0595
50930645	banana	File:Governo fortalece a agricultura familiar no Acre (25868897761).jpg	https://commons.wikimedia.org/wiki/File:Governo_fortalece_a_agricultura_familiar_no_Acre_(25868897761).jpg	271b1f11d98e2aa4e953813ca50d46e1990a9656	2016-08-28T04:03:43Z	Agência de Notícias do Acre	CC BY 2.0	https://creativecommons.org/licenses/by/2.0	true	raw/0027_metadata_0170_a1.response	02d7112161ed65c4058836c6158c3fb601d81be88437fe838764c0032fbc0595
145636046	banana	File:Heltzea.png	https://commons.wikimedia.org/wiki/File:Heltzea.png	a2a4401909f31b50c70f94d99657f9e8ea6e2f86	2024-02-21T15:45:23Z	Agirredort	CC BY 4.0	https://creativecommons.org/licenses/by/4.0	true	raw/0027_metadata_0170_a1.response	02d7112161ed65c4058836c6158c3fb601d81be88437fe838764c0032fbc0595
40348957	banana	File:Daiso Japan Brasil (8315726664).jpg	https://commons.wikimedia.org/wiki/File:Daiso_Japan_Brasil_(8315726664).jpg	8f4350b91fb6ee67d04ca90670f1da2806e9fb4b	2015-05-21T01:42:58Z	Monica Kaneko	CC BY-SA 2.0	https://creativecommons.org/licenses/by-sa/2.0	true	raw/0027_metadata_0170_a1.response	02d7112161ed65c4058836c6158c3fb601d81be88437fe838764c0032fbc0595
31859390	banana	File:Bananas and other fruit at Kikaijima - Takeshi DSC 0367 (3795282735).jpg	https://commons.wikimedia.org/wiki/File:Bananas_and_other_fruit_at_Kikaijima_-_Takeshi_DSC_0367_(3795282735).jpg	39c1a537fc70c62988fafb6ad6167cf56a535882	2014-03-30T21:38:14Z	Takeshi Kuboki from Amagasaki, Japan	CC BY 2.0	https://creativecommons.org/licenses/by/2.0	true	raw/0028_metadata_0180_a1.response	0e0cd3991850f62ec41d5c5b91b448b044c5d323034515d4bcb1af438c2a5ec4
15017574	banana	File:ചെങ്കദളി-വാഴക്കുല.JPG	https://commons.wikimedia.org/wiki/File:%E0%B4%9A%E0%B5%86%E0%B4%99%E0%B5%8D%E0%B4%95%E0%B4%A6%E0%B4%B3%E0%B4%BF-%E0%B4%B5%E0%B4%BE%E0%B4%B4%E0%B4%95%E0%B5%8D%E0%B4%95%E0%B5%81%E0%B4%B2.JPG	5c1cc8930b8bdb6ecb5c8a9ca058f5fa9f9a23ba	2011-04-25T06:33:15Z	Arayilpdas at ml.wikipedia	CC BY 3.0	https://creativecommons.org/licenses/by/3.0	true	raw/0028_metadata_0180_a1.response	0e0cd3991850f62ec41d5c5b91b448b044c5d323034515d4bcb1af438c2a5ec4
87546851	banana	File:Fruits of the Lima Market Folding Watercolor.jpg	https://commons.wikimedia.org/wiki/File:Fruits_of_the_Lima_Market_Folding_Watercolor.jpg	500939b61857f65fda4742ca43bddf84f21379eb	2020-02-29T01:33:54Z	Dorothea Elizabeth Smith	Public domain		false	raw/0028_metadata_0180_a1.response	0e0cd3991850f62ec41d5c5b91b448b044c5d323034515d4bcb1af438c2a5ec4
197341887	banana	File:With stem,Yelakki banana, bangalore, karnataka stem.jpg	https://commons.wikimedia.org/wiki/File:With_stem,Yelakki_banana,_bangalore,_karnataka_stem.jpg	ecec25fa13492a87298bbc84e570546dc0b819a9	2026-08-13T05:01:16Z	Mohanramus	CC BY 4.0	https://creativecommons.org/licenses/by/4.0	true	raw/0028_metadata_0180_a1.response	0e0cd3991850f62ec41d5c5b91b448b044c5d323034515d4bcb1af438c2a5ec4
31608452	banana	File:Stone black white 2.jpg	https://commons.wikimedia.org/wiki/File:Stone_black_white_2.jpg	9373f13d066c6391ce5ca2c65bed7c3e206b052b	2014-03-14T21:49:14Z	Grey Geezer	CC BY-SA 3.0	https://creativecommons.org/licenses/by-sa/3.0	true	raw/0028_metadata_0180_a1.response	0e0cd3991850f62ec41d5c5b91b448b044c5d323034515d4bcb1af438c2a5ec4
53521637	banana	File:Three men standing in the banana plantation at F. Muller and Sons farm, Redland Bay, 1907 (7492075368).jpg	https://commons.wikimedia.org/wiki/File:Three_men_standing_in_the_banana_plantation_at_F._Muller_and_Sons_farm,_Redland_Bay,_1907_(7492075368).jpg	969523f605491bafd3d1f76ea3207432b059f12a	2016-11-26T02:34:36Z	State Library of Queensland, Australia	No restrictions	https://www.flickr.com/commons/usage/	false	raw/0028_metadata_0180_a1.response	0e0cd3991850f62ec41d5c5b91b448b044c5d323034515d4bcb1af438c2a5ec4
163971727	banana	File:Les fruits, un don de la nature.jpg	https://commons.wikimedia.org/wiki/File:Les_fruits,_un_don_de_la_nature.jpg	e3901929c23a0973e06e7ac024306070c2b3e4ba	2025-04-22T17:09:27Z	Jacoma226	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	true	raw/0028_metadata_0180_a1.response	0e0cd3991850f62ec41d5c5b91b448b044c5d323034515d4bcb1af438c2a5ec4
162427607	banana	File:Bananas 19 03 2025.jpg	https://commons.wikimedia.org/wiki/File:Bananas_19_03_2025.jpg	e0cc6e35eb02a365b4bea9d083beabe022640b6c	2025-03-19T15:00:18Z	Midey pearl	CC0	http://creativecommons.org/publicdomain/zero/1.0/deed.en	false	raw/0028_metadata_0180_a1.response	0e0cd3991850f62ec41d5c5b91b448b044c5d323034515d4bcb1af438c2a5ec4
53521495	banana	File:Gentleman standing in the vegetable plot surrounded by banana plants (7492076022).jpg	https://commons.wikimedia.org/wiki/File:Gentleman_standing_in_the_vegetable_plot_surrounded_by_banana_plants_(7492076022).jpg	62c5d584a462931402c72b776b4137eafb338562	2016-11-26T02:28:12Z	State Library of Queensland, Australia	No restrictions	https://www.flickr.com/commons/usage/	false	raw/0028_metadata_0180_a1.response	0e0cd3991850f62ec41d5c5b91b448b044c5d323034515d4bcb1af438c2a5ec4
75315847	banana	File:NIND fruits ISO200-2.jpg	https://commons.wikimedia.org/wiki/File:NIND_fruits_ISO200-2.jpg	86e9140bb1f44a3f2c736dbf769a20ace2da2f9d	2018-12-25T18:26:34Z	Trougnouf	CC BY 4.0	https://creativecommons.org/licenses/by/4.0	true	raw/0028_metadata_0180_a1.response	0e0cd3991850f62ec41d5c5b91b448b044c5d323034515d4bcb1af438c2a5ec4
46286031	banana	File:Bananes (Antilles)Cl J Weber (23566831242).jpg	https://commons.wikimedia.org/wiki/File:Bananes_(Antilles)Cl_J_Weber_(23566831242).jpg	a25b4c786d27668552ecfb51dec685e5838837db	2016-01-10T21:46:55Z	INRA DIST from France	CC BY 2.0	https://creativecommons.org/licenses/by/2.0	true	raw/0029_metadata_0190_a1.response	6bc8d8b0c883950bafd18cf69bfb92ae9a06c20e04ccee10b5aba398ff0b93c7
118158779	banana	File:Воронежский Ботанический Сад, Банан Декоративный Пигмей.jpg	https://commons.wikimedia.org/wiki/File:%D0%92%D0%BE%D1%80%D0%BE%D0%BD%D0%B5%D0%B6%D1%81%D0%BA%D0%B8%D0%B9_%D0%91%D0%BE%D1%82%D0%B0%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9_%D0%A1%D0%B0%D0%B4,_%D0%91%D0%B0%D0%BD%D0%B0%D0%BD_%D0%94%D0%B5%D0%BA%D0%BE%D1%80%D0%B0%D1%82%D0%B8%D0%B2%D0%BD%D1%8B%D0%B9_%D0%9F%D0%B8%D0%B3%D0%BC%D0%B5%D0%B9.jpg	91c9d490b170913160e5312ba7ae839389780396	2022-05-19T17:57:09Z	Tulkar	CC BY 4.0	https://creativecommons.org/licenses/by/4.0	true	raw/0029_metadata_0190_a1.response	6bc8d8b0c883950bafd18cf69bfb92ae9a06c20e04ccee10b5aba398ff0b93c7
85857985	banana	File:El VINO DE BANANO HECHO EN ECUADOR.svg	https://commons.wikimedia.org/wiki/File:El_VINO_DE_BANANO_HECHO_EN_ECUADOR.svg	32a94f4c961a2e17d8a7f8f74e96bdc52afde340	2020-01-13T02:09:45Z	Paola.carrion	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	true	raw/0029_metadata_0190_a1.response	6bc8d8b0c883950bafd18cf69bfb92ae9a06c20e04ccee10b5aba398ff0b93c7
155334589	banana	File:Yellow ...in black and white - Flickr - conall...jpg	https://commons.wikimedia.org/wiki/File:Yellow_...in_black_and_white_-_Flickr_-_conall...jpg	aef277012b696b130d3d541baac4bd430ada4cfb	2024-11-19T03:12:57Z	Conall from Downpatrick, Northern Ireland	CC BY 2.0	https://creativecommons.org/licenses/by/2.0	true	raw/0029_metadata_0190_a1.response	6bc8d8b0c883950bafd18cf69bfb92ae9a06c20e04ccee10b5aba398ff0b93c7
110315368	banana	File:Banana Ketchup.jpg	https://commons.wikimedia.org/wiki/File:Banana_Ketchup.jpg	56515f309c57b432260d29b24fbaa68d074b6008	2021-09-22T13:23:32Z	Khayri R.R. Woulfe	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	true	raw/0029_metadata_0190_a1.response	6bc8d8b0c883950bafd18cf69bfb92ae9a06c20e04ccee10b5aba398ff0b93c7
174280626	banana	File:ကသဲငှက်ပျောသီး.jpg	https://commons.wikimedia.org/wiki/File:%E1%80%80%E1%80%9E%E1%80%B2%E1%80%84%E1%80%BE%E1%80%80%E1%80%BA%E1%80%95%E1%80%BB%E1%80%B1%E1%80%AC%E1%80%9E%E1%80%AE%E1%80%B8.jpg	b534152245e6e457b19891bce96289d8c803a1f8	2025-11-12T23:02:13Z	GTSPACE	CC0	http://creativecommons.org/publicdomain/zero/1.0/deed.en	false	raw/0029_metadata_0190_a1.response	6bc8d8b0c883950bafd18cf69bfb92ae9a06c20e04ccee10b5aba398ff0b93c7
1012433	banana	File:Platan vermell.jpg	https://commons.wikimedia.org/wiki/File:Platan_vermell.jpg	ca8407952c5ffcd5d8d9e5091e9ba0cf90b14a95	2006-08-02T15:31:14Z	No machine-readable author provided. Jolle~commonswiki assumed (based on copyright claims).	CC BY-SA 3.0	http://creativecommons.org/licenses/by-sa/3.0/	true	raw/0029_metadata_0190_a1.response	6bc8d8b0c883950bafd18cf69bfb92ae9a06c20e04ccee10b5aba398ff0b93c7
60550773	banana	File:Thabyegon Ward, Naypyitaw, Myanmar (Burma) - panoramio (3).jpg	https://commons.wikimedia.org/wiki/File:Thabyegon_Ward,_Naypyitaw,_Myanmar_(Burma)_-_panoramio_(3).jpg	93bd14d50c887e283e8e00a5f039519f09375a55	2017-06-30T23:57:39Z	mohigan	CC BY-SA 3.0	https://creativecommons.org/licenses/by-sa/3.0	true	raw/0029_metadata_0190_a1.response	6bc8d8b0c883950bafd18cf69bfb92ae9a06c20e04ccee10b5aba398ff0b93c7
52595806	banana	File:2016-10-29 01-04-31 recup.jpg	https://commons.wikimedia.org/wiki/File:2016-10-29_01-04-31_recup.jpg	0b7dda11d0a798de29427afe3a8b55d4dd13deed	2016-10-29T06:59:33Z	Thomas Bresson	CC BY 4.0	https://creativecommons.org/licenses/by/4.0	true	raw/0029_metadata_0190_a1.response	6bc8d8b0c883950bafd18cf69bfb92ae9a06c20e04ccee10b5aba398ff0b93c7
157759132	banana	File:Banana-Curvature.png	https://commons.wikimedia.org/wiki/File:Banana-Curvature.png	a3eb906152e75613b7aae43e655fd60b6f1d1697	2025-01-10T15:28:23Z	Funnishs	CC0	http://creativecommons.org/publicdomain/zero/1.0/deed.en	false	raw/0029_metadata_0190_a1.response	6bc8d8b0c883950bafd18cf69bfb92ae9a06c20e04ccee10b5aba398ff0b93c7
19277815	banana	File:Minibanana.jpg	https://commons.wikimedia.org/wiki/File:Minibanana.jpg	c109d716b3eadf03e9bcbc7177d7885b739f95d2	2012-05-01T01:15:27Z	User:Løken	CC BY-SA 3.0	https://creativecommons.org/licenses/by-sa/3.0	true	raw/0032_metadata_0200_a1.response	d4685b794c8f094efb634ab903b05db7d425fbb62124b81bd1ddd7f82b76321e
125647329	banana	File:ลายชอนตะวัน (Shontawan).jpg	https://commons.wikimedia.org/wiki/File:%E0%B8%A5%E0%B8%B2%E0%B8%A2%E0%B8%8A%E0%B8%AD%E0%B8%99%E0%B8%95%E0%B8%B0%E0%B8%A7%E0%B8%B1%E0%B8%99_(Shontawan).jpg	5ecc46ae68ed3f0a619c89497b2a1537f82a8f00	2022-11-18T07:44:21Z	Jinoof13	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	true	raw/0032_metadata_0200_a1.response	d4685b794c8f094efb634ab903b05db7d425fbb62124b81bd1ddd7f82b76321e
67084499	banana	File:Een tros Fyffes-bananen op een schaal, Bestanddeelnr 252-0519.jpg	https://commons.wikimedia.org/wiki/File:Een_tros_Fyffes-bananen_op_een_schaal,_Bestanddeelnr_252-0519.jpg	628f7785d1e8fa1070b921d691ff44672397fbf7	2018-03-05T14:30:41Z	Willem van de Poll	CC0	http://creativecommons.org/publicdomain/zero/1.0/deed.en	false	raw/0032_metadata_0200_a1.response	d4685b794c8f094efb634ab903b05db7d425fbb62124b81bd1ddd7f82b76321e
30530933	banana	File:Banana plant 1.jpg	https://commons.wikimedia.org/wiki/File:Banana_plant_1.jpg	2db91ea76ddb8e5450cb854a07c86560667b77b9	2014-01-08T12:29:59Z	Mokkie	CC BY-SA 3.0	https://creativecommons.org/licenses/by-sa/3.0	true	raw/0032_metadata_0200_a1.response	d4685b794c8f094efb634ab903b05db7d425fbb62124b81bd1ddd7f82b76321e
47631437	banana	File:Bananas being brought by Children into Banzyville, 1906.png	https://commons.wikimedia.org/wiki/File:Bananas_being_brought_by_Children_into_Banzyville,_1906.png	a4121050bca2e99394bb66a447a6bf706318d2a1	2016-03-20T11:46:28Z	National Geographic	Public domain		false	raw/0032_metadata_0200_a1.response	d4685b794c8f094efb634ab903b05db7d425fbb62124b81bd1ddd7f82b76321e
51440609	banana	File:Pixella15422 (23697321224).jpg	https://commons.wikimedia.org/wiki/File:Pixella15422_(23697321224).jpg	f34ddb4c5f042a60ba308df6bbf7157d7a793beb	2016-09-16T05:35:13Z	www.Pixel.la Free Stock Photos	CC0	http://creativecommons.org/publicdomain/zero/1.0/deed.en	false	raw/0032_metadata_0200_a1.response	d4685b794c8f094efb634ab903b05db7d425fbb62124b81bd1ddd7f82b76321e
5165093	banana	File:Banana-fluorescence-081108.jpg	https://commons.wikimedia.org/wiki/File:Banana-fluorescence-081108.jpg	4570969a71435d9ac136f3d1faf98d578c411e96	2008-11-09T07:37:27Z	User:Xofc	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	true	raw/0032_metadata_0200_a1.response	d4685b794c8f094efb634ab903b05db7d425fbb62124b81bd1ddd7f82b76321e
198296743	banana	File:Months long uncut banana.jpg	https://commons.wikimedia.org/wiki/File:Months_long_uncut_banana.jpg	5642f21c2d280bf8c7f557f4e5b3f6b34af99e7e	2026-08-27T18:43:37Z	OXpatR	CC0	http://creativecommons.org/publicdomain/zero/1.0/deed.en	false	raw/0032_metadata_0200_a1.response	d4685b794c8f094efb634ab903b05db7d425fbb62124b81bd1ddd7f82b76321e
44393061	banana	File:Naturalis Biodiversity Center - L.2096518 - Bernecker, A. - Unidentified plants - Artwork.jpeg	https://commons.wikimedia.org/wiki/File:Naturalis_Biodiversity_Center_-_L.2096518_-_Bernecker,_A._-_Unidentified_plants_-_Artwork.jpeg	d85141224123dcede3a969289f13422837639c94	2015-11-30T12:59:39Z	Bernecker, A.	CC0	http://creativecommons.org/publicdomain/zero/1.0/deed.en	false	raw/0032_metadata_0200_a1.response	d4685b794c8f094efb634ab903b05db7d425fbb62124b81bd1ddd7f82b76321e
85651348	banana	File:Bakove (titel op object), NG-1994-32-6-2.jpg	https://commons.wikimedia.org/wiki/File:Bakove_(titel_op_object),_NG-1994-32-6-2.jpg	04963ca6198474e4389b16b30d41168ad171c20d	2020-01-06T01:05:24Z	Rijksmuseum	CC0	http://creativecommons.org/publicdomain/zero/1.0/deed.en	false	raw/0032_metadata_0200_a1.response	d4685b794c8f094efb634ab903b05db7d425fbb62124b81bd1ddd7f82b76321e
70449891	banana	File:Starr-061106-1451-Musa x paradisiaca-Iholena variety-Maui Nui Botanical Garden-Maui (24500780299).jpg	https://commons.wikimedia.org/wiki/File:Starr-061106-1451-Musa_x_paradisiaca-Iholena_variety-Maui_Nui_Botanical_Garden-Maui_(24500780299).jpg	e34a61bfd91e0c0616685e4121fe8cc9fcc587ef	2018-07-02T02:27:51Z	Forest and Kim Starr	CC BY 2.0	https://creativecommons.org/licenses/by/2.0	true	raw/0033_metadata_0210_a1.response	1d49f1b5cb61b2d35ea689fdce26f6a6c34d3a8a1c55beee5e90ce6f0d751b5a
42656287	banana	File:Banana plant.jpg	https://commons.wikimedia.org/wiki/File:Banana_plant.jpg	8f7ea0c80bb295df6f35d30310524a60500e4719	2015-08-26T05:57:12Z	Pamela Miller	Public domain		false	raw/0033_metadata_0210_a1.response	1d49f1b5cb61b2d35ea689fdce26f6a6c34d3a8a1c55beee5e90ce6f0d751b5a
19012910	banana	File:Bananen 2011-by-RaBoe-01.jpg	https://commons.wikimedia.org/wiki/File:Bananen_2011-by-RaBoe-01.jpg	af9f2ae02c85cf40c9512666fd8cdbaa27786e27	2012-04-08T18:21:56Z	"© Ra Boe / Wikipedia - Create the proper attribution for your usage by clicking on this button! This file is licensed under the Creative Commons Attribution-Share Alike 3.0 Germany license.Attribution: Ra Boe / Wikipedia You are free: to share – to copy, distribute and transmit the work to remix – to adapt the work Under the following conditions: attribution – You must give appropriate credit, provide a link to the license, and indicate if changes were made. You may do so in any reasonable manner, but not in any way that suggests the licensor endorses you or your use. share alike – If you remix, transform, or build upon the material, you must distribute your contributions under the same or compatible license as the original.https://creativecommons.org/licenses/by-sa/3.0/de/deed.enCC BY-SA 3.0 deCreative Commons Attribution-Share Alike 3.0 detruetrue Internet: Titel Foto: Ra Boe / Wikipedia, Original; Lizenz: CC by-sa 3.0 Print: Titel Foto: Ra Boe / Wikipedia, Lizenz: CC by-sa 3.0 I have published this image as author Ra Boe under the ""CC-BY-SA-3.0"" in Wikipedia. This means that free, commercial usage outside of Wikipedia is permitted under the following licence terms: Online media: The author "" RaBoe/Wikipedia "" is named A weblink to the original image is provided: //commons.wikimedia.org/wiki/File:Bananen_2011-by-RaBoe-01.jpg A copy of, or the Uniform Resource Identifier (https://creativecommons.org/licenses/by-sa/3.0/de/legalcode) for, this License with every copy Print media: The author "" RaBoe/Wikipedia"" is named A copy of, or the Uniform Resource Identifier (https://creativecommons.org/licenses/by-sa/3.0/de/legalcode) for, this License with every copy Please send me a specimen copy or the URL of the website where the image is used. Please write an email to raboe001-at-web.de, if you need the image in a higher resolution need my postal address for sending a specimen copy have further questions about the terms of the licence PS: In case of refusal of the above terms the author reserves the right to take legal action. This license and the rights granted hereunder will terminate automatically upon any breach by you of the terms of this license. In this case the author reserves to demand declaration to cease and desist, and compensation (according to the MFM fee references currently in force). Any of the above conditions can be waived if you get permission from the copyright holder."	CC BY-SA 3.0 de	https://creativecommons.org/licenses/by-sa/3.0/de/deed.en	true	raw/0033_metadata_0210_a1.response	1d49f1b5cb61b2d35ea689fdce26f6a6c34d3a8a1c55beee5e90ce6f0d751b5a
45303565	banana	File:Mano de bananos.jpeg	https://commons.wikimedia.org/wiki/File:Mano_de_bananos.jpeg	21e5b7d055babe9206ac1a83cd4843c614b96b0b	2015-11-28T20:52:56Z	EEIM	CC BY-SA 3.0	https://creativecommons.org/licenses/by-sa/3.0	true	raw/0033_metadata_0210_a1.response	1d49f1b5cb61b2d35ea689fdce26f6a6c34d3a8a1c55beee5e90ce6f0d751b5a
125647439	banana	File:ชอนตะวัน (Shontawan) ลายวากิว.jpg	https://commons.wikimedia.org/wiki/File:%E0%B8%8A%E0%B8%AD%E0%B8%99%E0%B8%95%E0%B8%B0%E0%B8%A7%E0%B8%B1%E0%B8%99_(Shontawan)_%E0%B8%A5%E0%B8%B2%E0%B8%A2%E0%B8%A7%E0%B8%B2%E0%B8%81%E0%B8%B4%E0%B8%A7.jpg	6cf537fe2c717e37f499b802d06cfff15fce2706	2022-11-18T07:49:27Z	Jinoof13	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	true	raw/0033_metadata_0210_a1.response	1d49f1b5cb61b2d35ea689fdce26f6a6c34d3a8a1c55beee5e90ce6f0d751b5a
119782992	banana	File:Banane IMG 20220612 152559.jpg	https://commons.wikimedia.org/wiki/File:Banane_IMG_20220612_152559.jpg	c30f2426ca068eb56e714c0d469053f9d855c94f	2022-06-26T19:53:03Z	IgorCalzone1	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	true	raw/0033_metadata_0210_a1.response	1d49f1b5cb61b2d35ea689fdce26f6a6c34d3a8a1c55beee5e90ce6f0d751b5a
45067683	banana	File:BANANAS.jpg	https://commons.wikimedia.org/wiki/File:BANANAS.jpg	a577d980c9b7916201dd597752f55b673963ac71	2015-11-17T22:53:28Z	Yi ZHANG	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	true	raw/0033_metadata_0210_a1.response	1d49f1b5cb61b2d35ea689fdce26f6a6c34d3a8a1c55beee5e90ce6f0d751b5a
146938389	banana	File:Village bazar at Khagrachori 04.jpg	https://commons.wikimedia.org/wiki/File:Village_bazar_at_Khagrachori_04.jpg	196119aba54508f3e6e21d9123a5d70a966ef1eb	2024-03-31T06:51:44Z	Wasiul Bahar	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	true	raw/0033_metadata_0210_a1.response	1d49f1b5cb61b2d35ea689fdce26f6a6c34d3a8a1c55beee5e90ce6f0d751b5a
25569089	banana	File:Ripe Plantain.jpeg	https://commons.wikimedia.org/wiki/File:Ripe_Plantain.jpeg	69c03ab3e010619f64d34dea66e8e9606c53c12c	2013-04-12T22:26:08Z	User:SandisterTei	CC BY-SA 3.0	https://creativecommons.org/licenses/by-sa/3.0	true	raw/0033_metadata_0210_a1.response	1d49f1b5cb61b2d35ea689fdce26f6a6c34d3a8a1c55beee5e90ce6f0d751b5a
162120177	banana	File:Banana to be sold.jpg	https://commons.wikimedia.org/wiki/File:Banana_to_be_sold.jpg	d9fda814ed6cbed059b4b0f267d921ab358456c0	2025-03-15T17:40:46Z	Olaasunbo	CC0	http://creativecommons.org/publicdomain/zero/1.0/deed.en	false	raw/0033_metadata_0210_a1.response	1d49f1b5cb61b2d35ea689fdce26f6a6c34d3a8a1c55beee5e90ce6f0d751b5a
45058130	banana	File:Woods 124.JPG	https://commons.wikimedia.org/wiki/File:Woods_124.JPG	2eb0feffbfc154b69298c4635c23518b1a095a10	2015-11-17T14:51:22Z	Alchemist13	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	true	raw/0034_metadata_0220_a1.response	d4d26513d3b2e72a8dc8afdc38a3a00d90e1b18cb244dd1ec3a326c46e682a94
12658715	banana	File:Karat bananas.jpg	https://commons.wikimedia.org/wiki/File:Karat_bananas.jpg	d6b5fef27a66aa0812c1c6be608511e0f827a4e0	2011-01-11T05:18:16Z	I, the copyright holder of this work, hereby publish it under the following license:	Public domain		false	raw/0034_metadata_0220_a1.response	d4d26513d3b2e72a8dc8afdc38a3a00d90e1b18cb244dd1ec3a326c46e682a94
